time,BatC1,BatC2
1566171706.1330001,455.88,458.21
1566171709.733,13.47,2.08
1566171715.733,889.17,875.05
1566171732.533,456.13,458.26
1566171737.333,13.57,2.1
1566171743.333,889.39,875.2
1566171758.933,455.97,458.2
1566171763.733,13.56,2.31
1566171769.733,889.38,875.1
1566171786.533,455.91,458.21
1566171790.1330001,13.62,1.88
1566171796.1330001,889.43,874.74
1566171812.933,456.07,458.19
1566171817.733,13.74,2.25
1566171823.733,889.64,875.13
1566171839.333,455.96,458.23
1566171844.1330001,13.68,1.91
1566171850.1330001,889.62,874.77
1566171866.933,455.97,458.24
1566171870.533,13.72,2.0
1566171876.533,889.69,874.9
1566171893.333,456.05,458.2
1566171898.1330001,13.71,1.98
1566171904.1330001,889.55,874.87
1566171919.733,456.03,458.25
1566171924.533,13.68,1.83
1566171930.533,889.47,874.6
1566171946.1330001,455.91,458.22
1566171950.933,13.7,2.14
1566171956.933,889.55,874.95
1566171973.733,456.11,458.26
1566171978.533,13.67,1.98
1566171984.533,889.44,874.86
1566172000.1330001,456.0,458.19
1566172004.933,13.7,2.2
1566172010.933,889.54,875.13
1566172026.533,456.02,458.29
1566172031.333,13.69,2.09
1566172037.333,889.63,874.98
1566172054.1330001,455.94,458.2
1566172058.933,13.65,1.99
1566172064.933,889.56,874.95
1566172080.533,455.97,458.25
1566172085.333,13.71,2.1
1566172091.333,889.51,874.85
1566172106.933,456.04,458.23
1566172111.733,13.72,1.97
1566172117.733,889.5,874.69
1566172134.533,456.04,458.18
1566172138.1330001,13.49,1.97
1566172144.1330001,889.35,874.75
1566172160.933,455.95,458.21
1566172165.733,13.48,1.97
1566172171.733,889.18,874.73
1566172187.333,455.93,458.23
1566172192.1330001,13.49,1.9
1566172198.1330001,889.26,874.57
1566172214.933,456.04,458.21
1566172218.533,13.44,1.9
1566172224.533,889.09,874.57
1566172241.333,455.97,458.27
1566172246.1330001,13.44,1.73
1566172252.1330001,889.11,874.42
1566172267.733,456.06,458.15
1566172272.533,13.5,1.91
1566172278.533,889.25,874.58
1566172294.1330001,456.06,458.22
1566172298.933,13.47,2.02
1566172304.933,889.22,874.73
1566172321.733,455.91,458.15
1566172326.533,13.49,1.83
1566172332.533,889.19,874.54
1566172348.1330001,455.98,458.2
1566172352.933,13.5,2.07
1566172358.933,889.18,874.72
1566172374.533,456.01,458.18
1566172379.333,13.53,2.08
1566172385.333,889.37,874.81
1566172402.1330001,455.95,458.17
1566172406.933,13.53,2.16
1566172412.933,889.3,874.97
1566172428.533,456.11,458.2
1566172433.333,13.44,1.93
1566172439.333,889.19,874.63
1566172454.933,456.02,458.16
1566172459.733,13.53,1.82
1566172465.733,889.19,874.44
1566172482.533,455.96,458.27
1566172486.1330001,13.53,1.97
1566172492.1330001,889.34,874.82
1566172508.933,455.94,458.22
1566172513.733,13.56,2.08
1566172519.733,889.39,874.83
1566172535.333,455.97,458.19
1566172540.1330001,13.54,1.89
1566172546.1330001,889.3,874.58
1566172562.933,455.9,458.18
1566172566.533,13.51,1.98
1566172572.533,889.22,874.76
1566172589.333,456.12,458.24
1566172594.1330001,13.47,1.8
1566172600.1330001,889.11,874.47
1566172615.733,456.07,458.24
1566172620.533,13.52,1.87
1566172626.533,889.28,874.57
1566172643.333,455.9,458.22
1566172646.933,13.52,2.13
1566172652.933,889.26,874.94
1566172669.733,456.01,458.23
1566172674.533,13.53,1.92
1566172680.533,889.3,874.71
1566172696.1330001,455.97,458.22
1566172700.933,13.55,2.06
1566172706.933,889.21,874.84
1566172722.533,456.07,458.21
1566172727.333,13.53,2.38
1566172733.333,889.3,875.29
1566172750.1330001,455.96,458.2
1566172754.933,13.54,2.05
1566172760.933,889.23,874.95
1566172776.533,455.98,458.19
1566172781.333,13.5,1.85
1566172787.333,889.16,874.74
1566172802.933,455.97,458.23
1566172807.733,13.49,2.11
1566172813.733,889.16,875.06
1566172830.533,455.92,458.21
1566172834.1330001,13.48,1.91
1566172840.1330001,889.21,874.85
1566172856.933,456.06,458.25
1566172861.733,13.44,1.91
1566172867.733,889.26,874.84
1566172883.333,455.93,458.22
1566172888.1330001,13.5,2.03
1566172894.1330001,889.19,874.93
1566172910.933,456.01,458.17
1566172914.533,13.48,2.03
1566172920.533,889.11,874.91
1566172937.333,455.94,458.24
1566172942.1330001,13.43,1.96
1566172948.1330001,888.96,874.91
1566172963.733,455.94,458.26
1566172968.533,13.46,2.19
1566172974.533,889.13,875.17
1566172991.333,456.06,458.18
1566172994.933,13.45,1.98
1566173000.933,889.16,874.88
1566173017.733,455.9,458.23
1566173022.533,13.45,2.06
1566173028.533,889.21,875.06
1566173044.1330001,455.96,458.24
1566173048.933,13.47,2.45
1566173054.933,889.12,875.16
1566173070.533,455.96,458.24
1566173075.333,13.44,1.98
1566173081.333,889.11,874.48
1566173098.1330001,456.16,458.23
1566173102.933,13.51,1.9
1566173108.933,889.2,874.53
1566173124.533,456.13,458.21
1566173129.333,13.53,1.85
1566173135.333,889.3,874.54
1566173150.933,455.98,458.19
1566173155.733,13.5,1.98
1566173161.733,889.07,874.62
1566173178.533,456.09,458.23
1566173183.333,13.43,2.06
1566173189.333,889.06,874.73
1566173204.933,456.04,458.24
1566173209.733,13.45,1.91
1566173215.733,889.17,874.62
1566173231.333,456.01,458.22
1566173236.1330001,13.55,1.8
1566173242.1330001,889.21,874.41
1566173258.933,455.99,458.21
1566173262.533,13.53,1.85
1566173268.533,889.22,874.4
1566173285.333,456.04,458.21
1566173290.1330001,13.54,2.05
1566173296.1330001,889.2,874.71
1566173311.733,456.02,458.23
1566173316.533,13.53,2.01
1566173322.533,889.32,874.62
1566173339.333,455.97,458.2
1566173342.933,13.51,1.99
1566173348.933,889.34,874.65
1566173365.733,456.11,458.27
1566173370.533,13.54,2.19
1566173376.533,889.2,874.98
1566173392.1330001,456.1,458.2
1566173396.933,13.53,2.08
1566173402.933,889.3,874.92
1566173418.533,456.03,458.25
1566173423.333,13.53,2.08
1566173429.333,889.41,874.95
1566173446.1330001,455.92,458.2
1566173450.933,13.59,1.91
1566173456.933,889.49,874.75
1566173472.533,456.03,458.21
1566173477.333,13.54,2.07
1566173483.333,889.28,874.9
1566173498.933,456.07,458.17
1566173503.733,13.56,1.88
1566173509.733,889.33,874.58
1566173526.533,455.97,458.21
1566173531.333,13.54,1.89
1566173537.333,889.32,874.63
1566173552.933,455.92,458.15
1566173557.733,13.57,1.84
1566173563.733,889.34,874.56
1566173579.333,456.12,458.24
1566173584.1330001,13.56,1.84
1566173590.1330001,889.36,874.63
1566173606.933,456.01,458.15
1566173610.533,13.55,1.83
1566173616.533,889.46,874.52
1566173633.333,455.98,458.19
1566173638.1330001,13.54,1.79
1566173644.1330001,889.43,874.56
1566173659.733,455.96,458.2
1566173664.533,13.46,1.9
1566173670.533,889.13,874.64
1566173687.333,455.98,458.18
1566173690.933,13.61,2.34
1566173696.933,889.44,875.17
1566173713.733,456.01,458.19
1566173718.533,13.58,1.87
1566173724.533,888.67,874.6
1566173740.1330001,456.1,458.21
1566173744.933,13.25,2.21
1566173750.933,888.43,874.89
1566173767.733,455.97,458.19
1566173771.333,13.35,2.0
1566173777.333,888.45,874.63
1566173794.1330001,455.92,458.2
1566173798.933,13.24,2.17
1566173804.933,888.42,875.02
1566173820.533,455.91,458.18
1566173825.333,13.26,2.02
1566173831.333,888.42,874.73
1566173846.933,456.01,458.16
1566173851.733,13.26,1.92
1566173857.733,888.3,874.65
1566173874.533,455.98,458.23
1566173879.333,13.24,1.96
1566173885.333,888.45,874.73
1566173900.933,455.95,458.28
1566173905.733,13.3,2.26
1566173911.733,888.46,874.98
1566173927.333,455.93,458.19
1566173932.1330001,13.26,1.9
1566173938.1330001,888.28,874.59
1566173954.933,455.91,458.21
1566173959.733,13.23,2.2
1566173965.733,888.3,874.94
1566173981.333,456.1,458.18
1566173986.1330001,13.25,1.93
1566173992.1330001,888.29,874.61
1566174007.733,455.97,458.23
1566174012.533,13.22,2.29
1566174018.533,888.37,875.06
1566174035.333,455.91,458.22
1566174038.933,13.23,2.02
1566174044.933,889.18,874.72
1566174061.733,455.93,458.22
1566174066.533,13.6,2.05
1566174072.533,889.58,874.8
1566174088.1330001,456.09,458.24
1566174092.933,13.65,1.99
1566174098.933,889.61,874.74
1566174115.733,456.0,458.17
1566174119.333,13.64,1.98
1566174125.333,889.58,874.67
1566174142.1330001,455.89,458.19
1566174146.933,13.65,2.05
1566174152.933,889.5,874.71
1566174168.533,455.91,458.22
1566174173.333,13.61,1.92
1566174179.333,889.54,874.61
1566174194.933,455.88,458.14
1566174199.733,13.65,1.92
1566174205.733,889.52,874.48
1566174222.533,456.07,458.22
1566174227.333,13.67,1.77
1566174233.333,889.65,874.33
1566174248.933,455.97,458.23
1566174253.733,13.67,1.91
1566174259.733,889.57,874.56
1566174275.333,455.97,458.19
1566174280.1330001,13.64,1.84
1566174286.1330001,889.53,874.43
1566174302.933,456.04,458.25
1566174307.733,13.59,1.75
1566174313.733,889.64,874.46
1566174329.333,455.93,458.22
1566174334.1330001,13.6,2.27
1566174340.1330001,889.54,875.1
1566174355.733,455.94,458.24
1566174360.533,13.62,2.12
1566174366.533,889.45,874.9
1566174383.333,455.97,458.28
1566174386.933,13.57,1.97
1566174392.933,889.45,874.81
1566174409.733,455.89,458.2
1566174414.533,13.6,1.95
1566174420.533,889.47,874.81
1566174436.1330001,455.97,458.21
1566174440.933,13.59,1.84
1566174446.933,889.34,874.68
1566174463.733,455.91,458.2
1566174467.333,13.51,1.86
1566174473.333,889.23,874.63
1566174490.1330001,455.95,458.19
1566174494.933,13.59,1.95
1566174500.933,889.45,874.87
1566174516.533,456.13,458.18
1566174521.333,13.51,1.94
1566174527.333,889.43,874.8
1566174544.1330001,455.97,458.24
1566174547.733,13.53,1.88
1566174553.733,889.32,874.69
1566174570.533,455.92,458.2
1566174575.333,13.57,2.08
1566174581.333,889.33,874.88
1566174596.933,455.93,458.21
1566174601.733,13.55,1.83
1566174607.733,889.38,874.64
1566174623.333,455.92,458.22
1566174628.1330001,13.54,2.1
1566174634.1330001,889.39,874.87
1566174650.933,455.97,458.24
1566174655.733,13.57,2.41
1566174661.733,889.53,876.11
1566174677.333,455.98,458.22
1566174682.1330001,13.55,2.26
1566174688.1330001,889.19,875.96
1566174703.733,455.89,458.22
1566174708.533,13.5,2.25
1566174714.533,889.32,875.8
1566174731.333,456.08,458.27
1566174736.1330001,13.5,2.4
1566174742.1330001,889.2,876.02
1566174757.733,456.01,458.24
1566174762.533,13.52,2.18
1566174768.533,889.26,875.9
1566174784.1330001,456.0,458.28
1566174788.933,13.5,2.33
1566174794.933,889.23,875.98
1566174811.733,456.08,458.24
1566174815.333,13.54,2.39
1566174821.333,889.27,876.16
1566174838.1330001,456.02,458.26
1566174842.933,13.49,2.31
1566174848.933,889.15,875.92
1566174864.533,455.98,458.26
1566174869.333,13.59,2.38
1566174875.333,889.3,876.04
1566174892.1330001,455.89,458.22
1566174895.733,13.56,2.41
1566174901.733,889.18,876.13
1566174918.533,456.01,458.25
1566174923.333,13.5,2.22
1566174929.333,889.12,875.84
1566174944.933,455.93,458.22
1566174949.733,13.45,2.45
1566174955.733,889.12,876.24
1566174971.333,456.01,458.24
1566174976.1330001,13.5,2.64
1566174982.1330001,889.09,876.44
1566174998.933,455.92,458.27
1566175003.733,13.42,2.37
1566175009.733,889.28,876.17
1566175025.333,455.86,458.19
1566175030.1330001,13.49,2.22
1566175036.1330001,889.28,876.01
1566175051.733,456.04,458.2
1566175056.533,13.54,2.31
1566175062.533,889.25,876.14
1566175079.333,455.99,458.23
1566175084.1330001,13.56,2.37
1566175090.1330001,889.2,876.1
1566175105.733,455.91,458.26
1566175110.533,13.48,2.3
1566175116.533,889.21,876.2
1566175132.1330001,455.83,458.18
1566175136.933,13.52,2.4
1566175142.933,889.25,876.21
1566175159.733,456.09,458.25
1566175163.333,13.57,2.5
1566175169.333,889.3,876.29
1566175186.1330001,455.95,458.23
1566175190.933,13.62,2.38
1566175196.933,889.4,876.12
1566175212.533,455.93,458.3
1566175217.333,13.54,2.51
1566175223.333,889.28,876.33
1566175240.1330001,455.97,458.25
1566175243.733,13.53,2.4
1566175249.733,889.29,876.22
1566175266.533,455.9,458.27
1566175271.333,13.58,2.32
1566175277.333,889.32,876.09
1566175292.933,456.1,458.31
1566175297.733,13.54,2.68
1566175303.733,889.24,876.34
1566175320.533,455.9,458.26
1566175324.1330001,13.52,2.35
1566175330.1330001,889.31,876.03
1566175346.933,455.95,458.24
1566175351.733,13.67,2.22
1566175357.733,889.58,875.89
1566175373.333,455.91,458.24
1566175378.1330001,13.6,2.22
1566175384.1330001,889.58,876.01
1566175399.733,455.99,458.22
1566175404.533,13.6,2.49
1566175410.533,889.46,876.24
1566175427.333,456.15,458.24
1566175432.1330001,13.61,2.6
1566175438.1330001,889.35,876.4
1566175453.733,455.93,458.24
1566175458.533,13.56,2.43
1566175464.533,889.42,876.2
1566175480.1330001,455.9,458.24
1566175484.933,13.58,2.55
1566175490.933,889.46,876.46
1566175507.733,455.92,458.27
1566175511.333,13.57,2.48
1566175517.333,889.35,876.37
1566175534.1330001,455.93,458.25
1566175538.933,13.54,2.42
1566175544.933,889.52,876.37
1566175560.533,455.92,458.21
1566175565.333,13.67,2.65
1566175571.333,889.62,876.55
1566175588.1330001,456.01,458.26
1566175591.733,13.61,2.53
1566175597.733,889.4,876.35
1566175614.533,455.86,458.25
1566175619.333,13.57,2.5
1566175625.333,889.49,875.81
1566175640.933,455.97,458.22
1566175645.733,13.6,2.34
1566175651.733,889.29,875.6
1566175668.533,455.97,458.18
1566175672.1330001,13.52,2.19
1566175678.1330001,889.37,875.51
1566175694.933,455.98,458.25
1566175699.733,13.58,2.25
1566175705.733,889.25,875.51
1566175721.333,455.92,458.2
1566175726.1330001,13.49,2.21
1566175732.1330001,889.27,875.56
1566175747.733,455.96,458.19
1566175752.533,13.5,2.19
1566175758.533,889.22,875.43
1566175775.333,456.09,458.2
1566175780.1330001,13.49,2.11
1566175786.1330001,889.23,875.49
1566175801.733,455.87,458.21
1566175806.533,13.49,2.24
1566175812.533,889.21,875.62
1566175828.1330001,455.96,458.26
1566175832.933,13.54,2.17
1566175838.933,889.33,875.48
1566175855.733,455.93,458.26
1566175860.533,13.55,2.07
1566175866.533,889.36,875.42
1566175882.1330001,456.07,458.23
1566175886.933,13.6,2.04
1566175892.933,889.37,875.32
1566175908.533,456.04,458.24
1566175913.333,13.44,2.07
1566175919.333,889.12,875.45
1566175936.1330001,456.04,458.22
1566175939.733,13.46,2.34
1566175945.733,889.2,875.72
1566175962.533,456.06,458.21
1566175967.333,13.48,2.01
1566175973.333,889.2,875.32
1566175988.933,455.9,458.17
1566175993.733,13.55,2.18
1566175999.733,889.24,875.44
1566176016.533,455.99,458.22
1566176020.1330001,13.55,2.27
1566176026.1330001,889.39,875.62
1566176042.933,455.96,458.24
1566176047.733,13.58,2.4
1566176053.733,889.33,875.82
1566176069.333,455.95,458.28
1566176074.1330001,13.59,2.47
1566176080.1330001,889.26,875.81
1566176095.733,455.95,458.21
1566176100.533,13.56,2.46
1566176106.533,889.37,875.9
1566176123.333,455.89,458.23
1566176128.1330001,13.63,2.19
1566176134.1330001,889.46,875.62
1566176149.733,455.89,458.25
1566176154.533,13.56,2.29
1566176160.533,889.38,875.61
1566176176.1330001,455.98,458.28
1566176180.933,13.51,2.26
1566176186.933,889.26,875.62
1566176203.733,455.94,458.26
1566176208.533,13.48,2.17
1566176214.533,889.37,875.46
1566176230.1330001,455.9,458.19
1566176234.933,13.57,2.07
1566176240.933,889.25,875.37
1566176256.533,455.91,458.22
1566176261.333,13.58,2.35
1566176267.333,889.24,875.24
1566176284.1330001,456.04,458.19
1566176287.733,13.48,1.97
1566176293.733,889.27,874.91
1566176310.533,455.94,458.23
1566176315.333,13.58,1.98
1566176321.333,889.31,874.92
1566176336.933,455.89,458.24
1566176341.733,13.53,1.99
1566176347.733,889.29,874.93
1566176364.533,456.1,458.2
1566176368.1330001,13.53,2.13
1566176374.1330001,889.29,875.03
1566176390.933,455.91,458.19
1566176395.733,13.52,2.17
1566176401.733,889.36,875.14
1566176417.333,455.96,458.21
1566176422.1330001,13.52,2.05
1566176428.1330001,889.33,875.0
1566176444.933,456.02,458.24
1566176448.533,13.52,1.91
1566176454.533,889.27,874.72
1566176471.333,456.06,458.23
1566176476.1330001,13.55,1.99
1566176482.1330001,889.34,874.95
1566176497.733,455.96,458.23
1566176502.533,13.59,1.97
1566176508.533,889.38,874.88
1566176524.1330001,455.96,458.23
1566176528.933,13.54,1.96
1566176534.933,889.33,874.9
1566176551.733,455.88,458.17
1566176556.533,13.56,1.85
1566176562.533,889.51,874.76
1566176578.1330001,455.97,458.25
1566176582.933,13.56,2.29
1566176588.933,889.37,876.08
1566176604.533,455.89,458.23
1566176609.333,13.54,2.37
1566176615.333,889.12,876.09
1566176632.1330001,456.13,458.27
1566176636.933,13.56,2.39
1566176642.933,889.16,876.18
1566176658.533,456.07,458.28
1566176663.333,13.44,2.71
1566176669.333,889.18,876.6
1566176684.933,455.97,458.26
1566176689.733,13.45,2.53
1566176695.733,889.09,876.4
1566176712.533,455.92,458.26
1566176716.1330001,13.45,2.28
1566176722.1330001,889.09,876.2
1566176738.933,456.0,458.24
1566176743.733,13.42,2.5
1566176749.733,889.02,876.37
1566176765.333,455.91,458.26
1566176770.1330001,13.47,2.51
1566176776.1330001,889.04,876.45
1566176792.933,455.92,458.26
1566176796.533,13.41,2.12
1566176802.533,889.02,876.06
1566176819.333,456.06,458.21
1566176824.1330001,13.47,2.23
1566176830.1330001,889.03,875.99
1566176845.733,456.01,458.26
1566176850.533,13.49,2.57
1566176856.533,889.05,876.38
1566176872.1330001,455.96,458.26
1566176876.933,13.5,2.6
1566176882.933,889.03,876.33
1566176899.733,455.94,458.24
1566176904.533,13.46,2.38
1566176910.533,888.95,875.66
1566176926.1330001,455.88,458.2
1566176930.933,13.49,1.99
1566176936.933,889.15,875.21
1566176952.533,455.9,458.22
1566176957.333,13.58,2.33
1566176963.333,889.34,875.64
1566176980.1330001,455.93,458.21
1566176984.933,13.53,2.17
1566176990.933,889.15,875.48
1566177006.533,455.94,458.21
1566177011.333,13.54,2.24
1566177017.333,889.22,875.49
1566177032.933,456.12,458.24
1566177037.733,13.55,2.47
1566177043.733,889.3,875.88
1566177060.533,455.84,458.22
1566177064.1330001,13.58,2.06
1566177070.1330001,889.34,875.37
1566177086.933,456.12,458.3
1566177091.733,13.58,2.4
1566177097.733,889.38,875.79
1566177113.333,455.97,458.23
1566177118.1330001,13.44,2.06
1566177124.1330001,889.2,875.46
1566177140.933,455.86,458.17
1566177144.533,13.5,2.2
1566177150.533,889.25,875.52
1566177167.333,456.0,458.25
1566177172.1330001,13.55,2.36
1566177178.1330001,889.16,875.65
1566177193.733,456.08,458.19
1566177198.533,13.65,2.46
1566177204.533,889.41,875.79
1566177221.333,456.0,458.26
1566177224.933,13.61,2.31
1566177230.933,889.44,875.2
1566177247.733,455.91,458.21
1566177252.533,13.52,1.97
1566177258.533,889.23,874.74
1566177274.1330001,455.97,458.21
1566177278.933,13.62,1.92
1566177284.933,889.52,874.68
1566177300.533,455.97,458.2
1566177305.333,13.65,2.15
1566177311.333,889.55,874.92
1566177328.1330001,456.01,458.19
1566177332.933,13.61,1.9
1566177338.933,889.52,874.67
1566177354.533,456.16,458.28
1566177359.333,13.65,2.15
1566177365.333,889.58,874.91
1566177380.933,455.96,458.2
1566177385.733,13.6,1.84
1566177391.733,889.53,874.59
1566177408.533,455.96,458.21
1566177413.333,13.62,1.84
1566177419.333,889.6,874.67
1566177434.933,455.94,458.21
1566177439.733,13.66,2.0
1566177445.733,889.52,874.78
1566177461.333,456.01,458.22
1566177466.1330001,13.61,2.04
1566177472.1330001,889.45,874.76
1566177488.933,455.95,458.23
1566177492.533,13.65,2.14
1566177498.533,889.53,874.88
1566177515.333,455.99,458.21
1566177520.1330001,13.67,1.99
1566177526.1330001,889.57,874.73
1566177541.733,455.94,458.21
1566177546.533,13.63,2.37
1566177552.533,889.59,875.44
1566177569.333,455.95,458.23
1566177572.933,13.7,2.11
1566177578.933,889.45,875.12
1566177595.733,456.03,458.2
1566177600.533,13.49,1.89
1566177606.533,889.2,875.02
1566177622.1330001,455.98,458.19
1566177626.933,13.53,2.05
1566177632.933,889.19,875.01
1566177648.533,455.95,458.22
1566177653.333,13.51,2.06
1566177659.333,889.14,874.97
1566177676.1330001,455.96,458.25
1566177680.933,13.47,1.93
1566177686.933,889.04,874.8
1566177702.533,455.92,458.23
1566177707.333,13.49,2.13
1566177713.333,889.07,874.91
1566177728.933,456.0,458.24
1566177733.733,13.54,2.09
1566177739.733,889.23,875.07
1566177756.533,455.94,458.21
1566177761.333,13.45,2.02
1566177767.333,889.11,874.98
1566177782.933,456.02,458.23
1566177787.733,13.48,2.09
1566177793.733,889.13,875.08
1566177809.333,455.92,458.24
1566177814.1330001,13.48,1.94
1566177820.1330001,889.19,874.9
1566177836.933,455.99,458.27
1566177840.533,13.42,2.15
1566177846.533,889.01,875.05
1566177863.333,455.97,458.2
1566177868.1330001,13.55,2.33
1566177874.1330001,889.29,875.73
1566177889.733,455.86,458.18
1566177894.533,13.48,2.15
1566177900.533,889.31,875.55
1566177917.333,455.98,458.27
1566177920.933,13.65,2.21
1566177926.933,889.4,875.56
1566177943.733,456.09,458.25
1566177948.533,13.58,2.17
1566177954.533,889.3,875.46
1566177970.1330001,455.93,458.24
1566177974.933,13.54,2.45
1566177980.933,889.25,875.86
1566177997.733,456.06,458.27
1566178001.333,13.61,2.19
1566178007.333,889.43,875.58
1566178024.1330001,455.91,458.24
1566178028.933,13.63,2.35
1566178034.933,889.5,875.72
1566178050.533,456.01,458.26
1566178055.333,13.61,2.0
1566178061.333,889.53,875.43
1566178076.933,455.94,458.26
1566178081.733,13.54,2.3
1566178087.733,889.33,875.76
1566178104.533,456.08,458.26
1566178109.333,13.56,2.3
1566178115.333,889.42,875.67
1566178130.933,456.07,458.18
1566178135.733,13.63,2.32
1566178141.733,889.43,875.69
1566178157.333,455.93,458.27
1566178162.1330001,13.64,2.29
1566178168.1330001,889.4,875.54
1566178184.933,455.93,458.24
1566178188.533,13.6,2.29
1566178194.533,889.52,876.01
1566178211.333,456.07,458.26
1566178216.1330001,13.69,2.43
1566178222.1330001,889.28,876.27
1566178237.733,455.93,458.27
1566178242.533,13.49,2.39
1566178248.533,889.24,876.14
1566178265.333,455.98,458.24
1566178268.933,13.47,2.35
1566178274.933,889.17,876.01
1566178291.733,455.94,458.25
1566178296.533,13.44,2.45
1566178302.533,889.08,876.27
1566178318.1330001,455.96,458.29
1566178322.933,13.46,2.54
1566178328.933,889.15,876.31
1566178345.733,455.99,458.25
1566178349.333,13.54,2.3
1566178355.333,889.16,875.91
1566178372.1330001,455.93,458.28
1566178376.933,445.04,2.41
1566178382.933,1320.58,876.01
1566178398.533,455.9,458.21
1566178403.333,13.44,2.38
1566178409.333,889.08,876.12
1566178424.933,455.92,458.23
1566178429.733,13.49,2.2
1566178435.733,889.18,875.89
1566178452.533,456.02,458.3
1566178457.333,13.43,2.32
1566178463.333,889.08,876.02
1566178478.933,455.93,458.2
1566178483.733,13.5,2.56
1566178489.733,889.17,876.38
1566178505.333,455.96,458.25
1566178510.1330001,13.51,2.59
1566178516.1330001,889.2,876.32
1566178532.933,456.06,458.19
1566178537.733,13.48,2.45
1566178543.733,889.21,876.1
1566178559.333,455.96,458.23
1566178564.1330001,13.55,2.24
1566178570.1330001,889.37,876.06
1566178585.733,456.03,458.2
1566178590.533,13.56,2.39
1566178596.533,889.26,876.05
1566178613.333,456.08,458.28
1566178616.933,13.57,2.16
1566178622.933,889.27,875.81
1566178639.733,456.02,458.26
1566178644.533,13.57,2.38
1566178650.533,889.36,876.12
1566178666.1330001,455.94,458.26
1566178670.933,13.6,2.48
1566178676.933,889.35,876.26
1566178693.733,456.09,458.26
1566178697.333,13.59,2.1
1566178703.333,889.41,875.85
1566178720.1330001,455.91,458.18
1566178724.933,13.58,2.38
1566178730.933,889.48,876.15
1566178746.533,456.04,458.22
1566178751.333,13.54,2.21
1566178757.333,889.38,875.92
1566178772.933,455.92,458.26
1566178777.733,13.56,2.24
1566178783.733,889.39,875.97
1566178800.533,455.86,458.24
1566178805.333,13.46,2.24
1566178811.333,889.25,876.09
1566178826.933,455.91,458.16
1566178831.733,13.57,2.57
1566178837.733,889.38,875.98
1566178853.333,455.88,458.23
1566178858.1330001,13.56,2.17
1566178864.1330001,889.2,875.49
1566178880.933,455.98,458.26
1566178885.733,13.6,2.41
1566178891.733,889.45,875.78
1566178907.333,455.94,458.22
1566178912.1330001,13.59,2.48
1566178918.1330001,889.44,875.8
1566178933.733,455.97,458.28
1566178938.533,13.62,2.27
1566178944.533,889.36,875.63
1566178961.333,456.15,458.28
1566178964.933,13.65,2.26
1566178970.933,889.41,875.62
1566178987.733,455.91,458.21
1566178992.533,13.66,2.43
1566178998.533,889.62,875.81
1566179014.1330001,456.02,458.26
1566179018.933,13.64,2.22
1566179024.933,889.48,875.64
1566179041.733,455.97,458.27
1566179045.333,13.61,2.24
1566179051.333,889.5,875.8
1566179068.1330001,455.92,458.2
1566179072.933,13.59,2.15
1566179078.933,889.42,875.68
1566179094.533,455.95,458.22
1566179099.333,13.53,2.23
1566179105.333,889.37,875.69
1566179122.1330001,455.96,458.25
1566179125.733,13.59,2.35
1566179131.733,889.4,875.87
1566179148.533,455.99,458.17
1566179153.333,13.6,2.45
1566179159.333,889.56,875.72
1566179174.933,455.96,458.23
1566179179.733,13.52,2.03
1566179185.733,889.37,875.19
1566179201.333,456.04,458.26
1566179206.1330001,13.64,2.03
1566179212.1330001,889.44,875.2
1566179228.933,455.97,458.22
1566179233.733,13.71,2.22
1566179239.733,889.43,875.38
1566179255.333,455.94,458.25
1566179260.1330001,13.65,2.04
1566179266.1330001,889.36,875.17
1566179281.733,455.97,458.23
1566179286.533,13.66,2.24
1566179292.533,889.37,875.32
1566179309.333,455.99,458.2
1566179314.1330001,13.68,1.94
1566179320.1330001,889.48,875.12
1566179335.733,455.89,458.18
1566179340.533,13.64,2.01
1566179346.533,889.38,875.11
1566179362.1330001,455.92,458.19
1566179366.933,13.62,1.94
1566179372.933,889.34,875.12
1566179389.733,456.05,458.21
1566179393.333,13.61,2.35
1566179399.333,889.39,875.54
1566179416.1330001,455.88,458.21
1566179420.933,13.68,2.05
1566179426.933,889.35,875.27
1566179442.533,455.94,458.22
1566179447.333,13.65,2.39
1566179453.333,889.3,875.58
1566179470.1330001,455.92,458.22
1566179473.733,13.59,2.42
1566179479.733,889.27,875.13
1566179496.533,455.96,458.19
1566179501.333,13.61,2.05
1566179507.333,889.41,874.68
1566179522.933,455.91,458.23
1566179527.733,13.59,2.03
1566179533.733,889.18,874.71
1566179549.333,455.93,458.22
1566179554.1330001,13.54,1.96
1566179560.1330001,889.26,874.72
1566179576.933,455.91,458.23
1566179581.733,13.54,2.06
1566179587.733,889.27,874.77
1566179603.333,455.96,458.18
1566179608.1330001,13.51,1.78
1566179614.1330001,889.29,874.37
1566179629.733,455.87,458.2
1566179634.533,13.53,1.97
1566179640.533,889.23,874.69
1566179657.333,455.92,458.14
1566179662.1330001,13.49,1.96
1566179668.1330001,889.28,874.65
1566179683.733,456.07,458.22
1566179688.533,13.54,1.96
1566179694.533,889.1,874.57
1566179710.1330001,455.9,458.21
1566179714.933,13.57,1.92
1566179720.933,889.23,874.41
1566179737.733,455.92,458.26
1566179741.333,13.43,1.94
1566179747.333,889.07,874.53
1566179764.1330001,455.94,458.17
1566179768.933,13.49,2.19
1566179774.933,889.14,874.85
1566179790.533,456.01,458.28
1566179795.333,13.49,2.26
